hit_from,hit_to,query_from,query_to,hit_gaps,query_gaps,align_from,align_to,align_len,identity,query_strand,hit_strand,bit_score,evalue,hit_seqid,hit_genome_id,query_genome_id,hit_taxonomy_id,query_taxonomy_id,gff_seqid,gff_source,gff_type,gff_start,gff_end,gff_score,gff_strand,gff_phase,gff_gene_id,gff_attribute:ID
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_032662661.2-3
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662661.2-10
5928454,5928817,2,373,13,5,5928452,5928868,376,315,+,+,340.904,6.364e-92,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4220597,4221013,None,-,None,116770987,exon-XM_032662664.2-1
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_032662664.2-2
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662664.2-9
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_061520995.1-2
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520995.1-11
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_061520992.1-2
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520992.1-11
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_061520989.1-3
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520989.1-11
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_061520988.1-3
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520988.1-12
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_032662658.2-3
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662658.2-10
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_032662652.2-3
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662652.2-11
5896195,5896385,0,190,0,0,5896195,5896385,190,167,+,+,224.565,2.81924e-57,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4206723,4206913,None,-,None,116770987,exon-XM_061520991.1-3
5869464,5869895,1,436,19,15,5869463,5871604,450,366,+,+,335.364,1.60755e-89,NC_066295.1,GCF_905404315.1,GCF_018135715.1,189913,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520991.1-11
8524667,8524872,0,214,12,3,8524667,8525088,217,187,+,+,220.872,5.90041e-56,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4220597,4221018,None,-,None,116770987,exon-XM_061520990.1-1
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520990.1-6
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520990.1-12
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520990.1-12
8524667,8524872,0,214,12,3,8524667,8525086,217,187,+,+,220.872,5.87046e-56,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4220597,4221016,None,-,None,116770987,exon-XM_061520993.1-1
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520993.1-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520993.1-11
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520993.1-11
8524667,8524872,0,214,12,3,8524667,8525084,217,187,+,+,220.872,5.8405e-56,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4220597,4221014,None,-,None,116770987,exon-XM_061520996.1-1
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520996.1-4
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520996.1-10
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520996.1-10
8524667,8524872,0,214,12,3,8524667,8525084,217,187,+,+,220.872,5.8405e-56,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4220597,4221014,None,-,None,116770987,exon-XM_032662661.2-1
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_032662661.2-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662661.2-10
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662661.2-10
8524667,8524872,0,214,12,3,8524667,8525083,217,187,+,+,220.872,5.82553e-56,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4220597,4221013,None,-,None,116770987,exon-XM_032662664.2-1
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_032662664.2-4
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662664.2-9
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662664.2-9
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520995.1-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520995.1-11
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520995.1-11
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520992.1-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520992.1-11
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520992.1-11
8502244,8502358,0,114,0,0,8502244,8502369,114,104,+,+,156.239,4.2833e-37,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4203010,None,-,None,116770987,exon-XM_061520989.1-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520989.1-11
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520989.1-11
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520988.1-6
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520988.1-12
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520988.1-12
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_032662658.2-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662658.2-10
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662658.2-10
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_032662652.2-6
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662652.2-11
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662652.2-11
8502244,8502352,0,108,0,0,8502244,8502354,108,99,+,+,150.699,1.6939e-35,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4202885,4202995,None,-,None,116770987,exon-XM_061520991.1-5
8494227,8494651,0,416,10,18,8494227,8496368,434,377,+,+,460.936,1.7119e-127,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520991.1-11
8495425,8495797,1092,1479,25,10,8494333,8496474,397,293,+,+,124.846,2.55106e-26,NC_085124.1,GCF_030269925.1,GCF_018135715.1,7091,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520991.1-11
2764992,2765361,0,383,20,6,2764992,2765413,389,313,+,-,274.424,7.5726e-72,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4220597,4221018,None,-,None,116770987,exon-XM_061520990.1-1
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520990.1-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520990.1-12
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520990.1-12
2764992,2765361,0,383,20,6,2764992,2765411,389,313,+,-,274.424,7.53406e-72,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4220597,4221016,None,-,None,116770987,exon-XM_061520993.1-1
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520993.1-3
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520993.1-11
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520993.1-11
2764992,2765361,0,383,20,6,2764992,2765409,389,313,+,-,274.424,7.49552e-72,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4220597,4221014,None,-,None,116770987,exon-XM_061520996.1-1
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520996.1-3
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520996.1-10
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520996.1-10
2764992,2765361,0,383,20,6,2764992,2765409,389,313,+,-,274.424,7.49552e-72,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4220597,4221014,None,-,None,116770987,exon-XM_032662661.2-1
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_032662661.2-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662661.2-10
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662661.2-10
2764992,2765361,0,383,20,6,2764992,2765408,389,313,+,-,274.424,7.47626e-72,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4220597,4221013,None,-,None,116770987,exon-XM_032662664.2-1
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_032662664.2-3
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662664.2-9
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662664.2-9
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520995.1-3
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520995.1-11
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520995.1-11
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520992.1-3
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520992.1-11
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520992.1-11
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520989.1-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520989.1-11
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520989.1-11
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520988.1-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520988.1-12
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520988.1-12
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_032662658.2-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662658.2-10
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662658.2-10
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_032662652.2-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662652.2-11
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_032662652.2-11
2793568,2793646,0,78,0,0,2793568,2793651,78,70,+,-,100.839,2.00777e-20,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4206281,4206364,None,-,None,116770987,exon-XM_061520991.1-4
2809081,2809503,9,420,7,18,2809072,2811213,429,380,+,-,497.869,2.21682e-138,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520991.1-11
2808217,2808268,1153,1206,2,0,2807064,2809205,53,50,+,-,80.5262,9.51565e-13,MU158751.1,GCA_015888305.1,GCF_018135715.1,7119,13037,NC_083541.1,Gnomon,exon,4197014,4199155,None,-,None,116770987,exon-XM_061520991.1-11
5642640,5642763,0,122,0,1,5642640,5642765,123,99,+,-,93.4528,1.23613e-18,NC_007419.2,GCF_000002335.3,GCF_018135715.1,7070,13037,NC_083541.1,Gnomon,exon,4202885,4203010,None,-,None,116770987,exon-XM_061520989.1-5
4220598,4220976,53,420,4,15,4220545,4220966,382,323,+,-,361.217,1.77387e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489776,5490197,None,+,None,110384573,exon-XM_021345892.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345892.3-6
4197014,4197429,1911,2336,21,11,4195103,4197439,436,375,+,-,438.776,4.65468e-121,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345892.3-12
4198088,4198468,688,1047,9,30,4197400,4199736,389,301,+,-,195.019,1.11246e-47,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5511428,5513764,None,+,None,110384573,exon-XM_021345892.3-12
4220598,4220976,52,419,4,15,4220546,4220966,382,323,+,-,361.217,1.76938e-98,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5489777,5490197,None,+,None,110384573,exon-XM_021345894.3-1
4202885,4202992,3,110,0,0,4202882,4202992,107,98,+,-,148.852,3.2732e-35,NC_083541.1,GCF_018135715.1,GCF_030705265.1,13037,29058,NC_087135.1,Gnomon,exon,5507365,5507475,None,+,None,110384573,exon-XM_021345894.3-6
